subjID,starttime,useragent,wind,delete,attempts,return
connect-F7D40967AFF441E08EE288EBFBFBB8E6,1705337845233,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:109.0) Gecko/20100101 Firefox/115.0,"{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-218D74FFB32A4C838A88C6019A69DE91,1705167896138,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'left'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'clear'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-218D74FFB32A4C838A88C6019A69DE91,1705167896138,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-B8837FA27F2A469DB352A42C963C3223,1705337865506,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-75B7E17B71B840568DF71AE43662AD2D,1705339200537,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 OPR/106.0.0.0","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'left'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-9D8842C12C3C45E08D9D5B2B2D54D4B9,1705337839437,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-1DF28D04D4BC4AD0A9B59DD0E935393A,1705337845934,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'left'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-85C92CDBAC71452684E2566DAB6C7342,1705337827811,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'left'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-BA366CE24A6245D0BFF165BA41E4F395,1705337858483,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'left'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-09804C26E1FD4C718AE81F0720A2B530,1705338319252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-1D9FDFC8331148438004EEADB3CD9487,1705339702297,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,"{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-9E996302D5244260878FDB74CBB316F4,1705337824915,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'left'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-744714E340DB43A9BF547F27A1FC506D,1705338188079,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-D458E31B550C4D3CAE8C537D4BF86527,1705337854836,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-B4C2801910A4437E86A6FFE31337C252,1705338505196,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-5B5C3D85087A4E16BBF4767641D407C0,1705337842016,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-38E88BFE801348688308C56AB51DD6AF,1705337845331,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,"{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-C18D5510DF5D4BDB8BC7983EA601CCCB,1705337839429,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-0CF3DCDB98DC44B49C405E0A04B920BD,1705337829645,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-0835DE564D654FDBBB0C74A252B0AEEC,1705339771270,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'clear'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'true'}"
connect-0835DE564D654FDBBB0C74A252B0AEEC,1705339771270,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'clear'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-D5BC4981DBEB49249269FD69536835CB,1705338156196,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-74901D2ADE564603BE59D28A55952B5C,1705167815403,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-512FED05A72842BF9658B966FBD7F076,1705337863092,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,"{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'left'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'clear'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-512FED05A72842BF9658B966FBD7F076,1705337863092,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,"{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-C2527D180A8D4FF7B530F2912D56BC45,1705337829563,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-34F949038F494488A829779BF16392EE,1705337831948,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'left'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-CE387251FBBC45A58D6920EB0935069A,1705337823240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,"{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-738C47B8F8254C7B80D9362DD68F28BE,1705339092929,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,"{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-D04F6CB04CD04617BC6683C605093ECB,1705337847744,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'left'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-4C704272968744788971EEBB255AE4B2,1705337838257,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-583B48DB907C40209E1A17E7E6700800,1705338222459,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-431D7BBD3E5D427394A3936696896D02,1705337748057,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,"{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-A20B9297233E4EC489E1FAFE9ED33CA0,1705337833786,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-67550B0A8CC84323BF8A30B2D0D33B6B,1705337922159,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'clear'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-7E553EDCD9C949A984A200B0681A8B0B,1705337819884,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '1'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-07994856BD944213BD589A588737BEBC,1705338179064,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': 'unlimited'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-12EEE2EFE99145A7883B02B04BEFBFF8,1705337826083,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-BE75C28233BF4FC2B473BC240E3A6CEC,1705337844544,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': 'unlimited'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-3BFBDC65C28E4B2FA8EDA187DB8AC711,1705338299981,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'left'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-CFEA8E05CD284286A0495E7688A33342,1705338164307,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
